id_cliente,nombre_estudiante_om,edad_declarada,ingreso_mensual_ars,sucursal_registro,fecha_inscripcion,id_sesion_basura_99,color_favorito_hex
1127,Lucas Garcia ,21.0,36327,maipu,10-08-2026,SYS-ID-31319,#33FF57
1117,D. Garcia,65.0,41473,Maipu  ,12/08/2026,SYS-ID-66985,#3333FF
1474,Agustín López,65.0,27880,mendoza,13/08/2026,SYS-ID-93227,#33FF57
1724,Agustin Lopez,65.0,20016,maipu,10/08/2026,SYS-ID-95909,#3333FF
CLI_1058,Agustin Lopez ,68.0,24964,Godoy Cruz ,2026/08/11,SYS-ID-93748,#3357FF
1705,Facundo C.,71.0,18939,Maipú ,10-08-2026,SYS-ID-82512,#FF5733
CLI_1949,juan gomez,44.0,No declara,Maipú ,10-08-2026,SYS-ID-23947,#3333FF
1370,maria rodriguez,68.0,39258,maipu,2026/08/10,SYS-ID-45382,#FF33F5
1269,maria rodriguez,72.0,,Maypu,12/08/2026,SYS-ID-47930,#57FF33
1047,Rocío S.,51.0,17610,san rafael,13/08/26,SYS-ID-42953,#FF33F5
1350,Sofía Martínez,73.0,9999999,Gpe Cruz,12/08/2026,SYS-ID-57819,#FF5733
1196,Agustin Lopez ,63.0,9999999,G. Cruz,13/08/2026,SYS-ID-95909,#3357FF
1103,Rocío S.,,32249,S Rafael,2026-08-11,SYS-ID-38221,#57FF33
1869,julieta aparo,50.0,15336,Godoy Cruz ,2026-08-11,SYS-ID-17331,#33FF57
1722,julieta aparo,25.0,38779,Mendoza ,2026-08-12,SYS-ID-21395,#3357FF
1768,julieta aparo,45.0,28026,MENDOZA,11/08/2026,SYS-ID-60432,#33FFF0
1264,Rocío Sgrignieri,,,Godoy Cruz ,10/08/2026,SYS-ID-94939,#3357FF
1444,María Rodríguez,,39541,S. Rafael,13/08/26,SYS-ID-17331,#3333FF
1706,Maria Rodriguez,73.0,35700,Mendozza,13-08-2026,SYS-ID-82063,#3333FF
CLI_1305,Damian Garcia,41.0,36209,Mendozza,11-08-2026,SYS-ID-44718,#3333FF
cli-1342,Ana Perez ,22.0,18638,San Rafael ,13-08-2026,SYS-ID-37460,#33FFF0
1627,D. Garcia,23.0,19583,godoy cruz,2026-08-12,SYS-ID-88504,#3333FF
1167,Maria Rodriguez,64.0,36916,Mendza,2026/08/11,SYS-ID-98696,#33FF57
1150,Sofía Martínez,67.0,16833,Mendza,2026/08/10,SYS-ID-83579,#3333FF
,julieta aparo,33.0,30673,G. Cruz,2026/08/11,SYS-ID-94939,#3333FF
1818,María Rodríguez,47.0,21657,San Rafael ,2026-08-11,SYS-ID-46048,#33FF57
1856,Maria Rodriguez,23.0,39875,Mendza,2026/08/10,SYS-ID-76542,#33FFF0
1051,Agustín López,41.0,9999999,Mendoza,2026.08.10,SYS-ID-93320,#FF5733
1354,Sofía Martínez,41.0,19472,Mendoza ,2026/08/11,SYS-ID-93810,#F0FF33
1967,Lucas Garcia,45.0,107820,Godoy Cruz,2026/08/10,SYS-ID-83579,#3357FF
1143,Maria Rodriguez,27.0,40716,MENDOZA,2026/08/11,SYS-ID-89507,#F0FF33
1471,Abril C.,27.0,26470,Mendza,,SYS-ID-21226,#57FF33
1400,ana perez,42.0,No declara,Mendoza,13/08/2026,SYS-ID-23396,#33FF57
1654,L. Garcia,38.0,37555,san rafael,11/08/2026,SYS-ID-38221,#33FF57
1321,Juan Gomez,56.0,32018,Maypu,2026-08-13,SYS-ID-45382,#3333FF
1020,juan gomez,39.0,38982,san rafael,10-08-2026,SYS-ID-14207,#FF5733
1843,D. Garcia,26.0,15547,S. Rafael,2026-08-11,SYS-ID-99353,#3357FF
1947,Damian Garcia,66.0,23522,G. Cruz,2026-08-11,SYS-ID-79352,#3357FF
1842,D. Garcia,45.0,34826,godoy cruz,2026-08-12,SYS-ID-31319,#FF33F5
1408,Julieta Aparo,57.0,15411,Mendozza,2026-08-10,SYS-ID-95181,#3357FF
1538,facundo cortinas,53.0,37212,Godoy Cruz,13/08/2026,SYS-ID-66985,#FF5733
1880,María Rodríguez,29.0,19537,San Rafael ,2026/08/11,SYS-ID-59009,#57FF33
1039,Julieta A.,22.0,14638,Mendoza,11/08/2026,SYS-ID-39256,#3357FF
1176,Ana Perez ,32.0,14444,Mendozza,2026-08-11,SYS-ID-81482,#57FF33
1246,Lucas Garcia ,26.0,33108,san rafael,2026-08-13,SYS-ID-76784,#3357FF
1938,Damian Garcia,48.0,9999999,San Rafael,10/08/2026,SYS-ID-48469,#57FF33
1698,Facundo Cortiñas,53.0,,Maypu,13/08/26,SYS-ID-46463,#3333FF
1786,ana perez,75.0,20515,San Rafael,13/08/26,SYS-ID-59797,#33FFF0
1894,Maria Rodriguez,52.0,14561,Maypu,11-08-2026,SYS-ID-46421,#33FFF0
1155,Damian Garcia,37.0,38613,S. Rafael,10/08/2026,SYS-ID-59797,#3333FF
1288,Agustin Lopez ,24.0,27804,San Rafael ,10/08/2026,SYS-ID-82063,#FF33F5
1631,Sofia Martinez,63.0,29889,Maypu,12-08-2026,SYS-ID-62350,#57FF33
1570,Julieta Aparo,,39207,Mendozza,2026-08-11,SYS-ID-44718,#FF33F5
1775,Ana Perez ,50.0,17122,San Rafael ,10-08-2026,SYS-ID-10851,#33FF57
1018,D. Garcia,26.0,,Godoy Cruz,10/08/2026,SYS-ID-83000,#FF33F5
1128,Rocío S.,50.0,9999999,Godoy Cruz ,2026/08/11,SYS-ID-83579,#F0FF33
1323,Lucas Garcia,39.0,33308,San Rafael ,2026-08-12,SYS-ID-80284,#3357FF
1256,Maria Rodriguez,64.0,21920,Godoy Cruz ,13-08-2026,SYS-ID-91070,#33FF57
1993,Facundo Cortiñas,29.0,17044,Mendozza,2026-08-10,SYS-ID-24621,#F0FF33
1572,Ana Perez ,55.0,39277,Gpe Cruz,11/08/2026,SYS-ID-38221,#33FFF0
1191,Rocío S.,74.0,19395,MENDOZA,13/08/2026,SYS-ID-10425,#FF5733
1116,Facundo C.,,30813,mendoza,2026/08/10,SYS-ID-10425,#57FF33
1645,Lucas Garcia,35.0,,Maipú,11/08/2026,SYS-ID-59735,#33FF57
1607,Facundo C.,44.0,30915,Mendozza,13/08/2026,SYS-ID-20322,#57FF33
1181,Facundo C.,39.0,12749,San Rafael ,2026/08/11,SYS-ID-22280,#33FF57
1302,Lucas Garcia,30.0,29384,S. Rafael,10-08-2026,SYS-ID-65302,#57FF33
1791,luciano yllarreta,53.0,No declara,Godoy Cruz,,SYS-ID-38893,#F0FF33
1744,Agustín López,32.0,30424,Godoy Cruz,2026-08-12,SYS-ID-17592,#FF33F5
1755,Luciano Yllarreta,57.0,27277,Maipú ,2026-08-10,SYS-ID-80644,#57FF33
1716,S. Martinez,137.0,29023,Maypu,10-08-2026,SYS-ID-65302,#33FF57
1793,Luciano Y.,43.0,,San Rafael ,2026.08.10,SYS-ID-32431,#3333FF
1518,Damián García,26.0,14395,G. Cruz,10-08-2026,SYS-ID-24592,#33FFF0
1373,S. Martinez,20.0,24616,S Rafael,10-08-2026,SYS-ID-57052,#FF5733
1046,Luciano Yllarreta,49.0,23917,Gpe Cruz,11-08-2026,SYS-ID-70589,#33FFF0
1946,julieta aparo,,44904,Mendoza ,13-08-2026,SYS-ID-37869,#57FF33
1158,Luciano Yllarreta,44.0,22466,S Rafael,12/08/2026,SYS-ID-80284,#3357FF
1961,luciano yllarreta,38.0,41548,Mendozza,2026-08-10,SYS-ID-44671,#FF5733
1172,María Rodríguez,36.0,17179,Godoy Cruz,11-08-2026,SYS-ID-26483,#3333FF
1017,Facundo C.,45.0,19331,mendoza,2026.08.10,SYS-ID-88104,#FF5733
1512,facundo cortinas,52.0,42308,Godoy Cruz ,10/08/2026,SYS-ID-99192,#33FFF0
1049,Damián García,65.0,35056,G. Cruz,11-08-2026,SYS-ID-19116,#33FF57
1819,Luciano Yllarreta,55.0,17265,Maipú,13/08/2026,SYS-ID-57052,#57FF33
1875,Facundo C.,40.0,12380,Godoy Cruz,11/08/2026,SYS-ID-87236,#FF33F5
1516,abril cioffi,37.0,9999999,Godoy Cruz,11/08/2026,SYS-ID-95181,#3333FF
1717,Juan Gomez,33.0,27324,Godoy Cruz,2026.08.10,SYS-ID-41385,#57FF33
1481,Luciano Yllarreta,63.0,,S Rafael,2026/08/10,SYS-ID-70217,#FF33F5
1284,Facundo Cortiñas,31.0,30021,San Rafael ,2026.08.10,SYS-ID-98696,#FF33F5
1750,Luciano Y.,23.0,13662,san rafael,13/08/2026,SYS-ID-88907,#FF33F5
1866,Ana Perez,-11.0,44299,Mendoza,13/08/2026,SYS-ID-79514,#3357FF
cli-1226,abril cioffi,60.0,9999999,Godoy Cruz ,2026/08/10,SYS-ID-42325,#3333FF
1027,Abril C.,46.0,43010,Mendozza,2026-08-12,SYS-ID-92240,#F0FF33
CLI_1814,Lucas Garcia ,30.0,9999999,San Rafael,FALTA_REGISTRO,SYS-ID-16175,#F0FF33
1438,Rocio Sgrignieri,18.0,,Mendza,13/08/26,SYS-ID-18326,#FF5733
1991,Maria Rodriguez,40.0,30872,Mendoza,13/08/26,SYS-ID-19071,#33FFF0
1365,D. Garcia,50.0,30850,MENDOZA,2026-08-13,SYS-ID-95909,#F0FF33
1230,juan gomez,36.0,17626,Mendoza ,2026.08.10,SYS-ID-45382,#33FFF0
1038,Abril C.,74.0,39627,San Rafael ,13/08/26,SYS-ID-42098,#FF5733
1670,Abril C.,43.0,37132,Godoy Cruz ,11-08-2026,SYS-ID-76237,#33FF57
1681,Juan Gomez,20.0,41694,S Rafael,2026.08.10,SYS-ID-92397,#FF5733
1375,María Rodríguez,,14482,mendoza,,SYS-ID-44671,#33FFF0
1470,Agustin Lopez ,72.0,12749,Maypu,2026-08-13,SYS-ID-14165,#33FFF0
cli-1311,María Rodríguez,55.0,18566,Mendoza ,10-08-2026,SYS-ID-58520,#F0FF33
1886,Lucas Garcia,61.0,20539,S Rafael,12-08-2026,SYS-ID-79822,#F0FF33
CLI_1735,juan gomez,32.0,13220,San Rafael ,10-08-2026,SYS-ID-47930,#3357FF
1757,Lucas Garcia,-6.0,24688,Maipu  ,11-08-2026,SYS-ID-93886,#57FF33
1195,Luciano Yllarreta,38.0,38755,Mendza,2026-08-11,SYS-ID-96474,#3333FF
1890,Damián García,50.0,22940,Maipú ,2026.08.10,SYS-ID-56566,#FF5733
,Maria Rodriguez,70.0,24310,mendoza,13/08/2026,SYS-ID-39871,#3333FF
1504,Abril Cioffi,62.0,23627,G. Cruz,12-08-2026,SYS-ID-81482,#33FF57
1296,Agustin Lopez ,24.0,21217,S Rafael,2026/08/11,SYS-ID-59735,#F0FF33
1865,luciano yllarreta,72.0,,mendoza,,SYS-ID-96673,#33FF57
CLI_1580,Facundo Cortiñas,57.0,37384,Godoy Cruz,11/08/2026,SYS-ID-76542,#F0FF33
1499,María Rodríguez,63.0,,S. Rafael,13-08-2026,SYS-ID-58520,#3357FF
1681,Juan Gomez,20.0,41694,S Rafael,2026.08.10,SYS-ID-92397,#FF5733
1163,julieta aparo,30.0,38305,Maipú,FALTA_REGISTRO,SYS-ID-81482,#3357FF
1733,Lucas Garcia,44.0,28903,godoy cruz,10-08-2026,SYS-ID-14165,#FF33F5
1153,Ana Perez ,28.0,22105,Mendozza,12/08/2026,SYS-ID-11504,#FF5733
1712,D. Garcia,64.0,34554,Mendoza,2026.08.10,SYS-ID-24662,#57FF33
1731,Abril C.,23.0,No declara,Mendoza ,2026-08-12,SYS-ID-38221,#3357FF
1787,S. Martinez,47.0,12487,Mendza,2026-08-13,SYS-ID-66985,#FF33F5
1112,Damián García,,34250,san rafael,2026-08-11,SYS-ID-88907,#33FF57
1227,Damian Garcia,73.0,14409,Godoy Cruz,2026/08/10,SYS-ID-68878,#FF33F5
CLI_1719,Facundo Cortiñas,48.0,17116,Godoy Cruz,2026-08-13,SYS-ID-94012,#57FF33
CLI_1104,juan gomez,-7.0,39514,G. Cruz,12-08-2026,SYS-ID-94939,#F0FF33
1422,Luciano Y.,67.0,9999999,Mendoza ,13-08-2026,SYS-ID-19358,#FF5733
1420,Sofia Martinez,66.0,14769,Gpe Cruz,12/08/2026,SYS-ID-74686,#33FFF0
1782,Julieta Aparo,69.0,37617,godoy cruz,2026-08-13,SYS-ID-38657,#57FF33
1587,facundo cortinas,65.0,41808,G. Cruz,2026-08-13,SYS-ID-70217,#F0FF33
1812,Facundo Cortiñas,70.0,43588,Mendoza,13/08/2026,SYS-ID-83563,#33FFF0
1673,Sofia Martinez,74.0,17875,S Rafael,13/08/2026,SYS-ID-38221,#33FFF0
1120,Ana Perez,59.0,33606,Mendoza ,2026-08-13,SYS-ID-31319,#33FFF0
1054,Ana Perez,69.0,31912,mendoza,10-08-2026,SYS-ID-42953,#57FF33
1152,Maria Rodriguez,63.0,30615,mendoza,11-08-2026,SYS-ID-65392,#33FFF0
,Juan Gomez,25.0,36577,Maypu,12/08/2026,SYS-ID-51245,#F0FF33
1985,Agustín López,,32129,Maipu  ,2026.08.10,SYS-ID-86622,#33FF57
1208,Damián García,30.0,28542,Godoy Cruz,2026-08-13,SYS-ID-13478,#F0FF33
CLI_1659,Rocío Sgrignieri,73.0,40760,Maypu,13/08/2026,SYS-ID-98696,#33FFF0
,Abril C.,-11.0,,Godoy Cruz,2026-08-13,SYS-ID-16175,#FF33F5
1794,ana perez,-5.0,40686,Mendza,11-08-2026,SYS-ID-22676,#3357FF
1009,facundo cortinas,62.0,43894,Mendza,11/08/2026,SYS-ID-13905,#FF5733
cli-1980,Abril C.,66.0,39085,Maypu,10-08-2026,SYS-ID-99192,#FF33F5
1037,juan gomez,-9.0,No declara,G. Cruz,11-08-2026,SYS-ID-14207,#F0FF33
1453,maria rodriguez,38.0,30043,Maipú ,2026-08-11,SYS-ID-40495,#3357FF
1652,Ana Perez,23.0,31528,mendoza,13/08/2026,SYS-ID-99733,#33FF57
1254,L. Garcia,45.0,43306,mendoza,2026/08/10,SYS-ID-21226,#33FF57
,Maria Rodriguez,23.0,19569,S. Rafael,13/08/26,SYS-ID-76784,#33FFF0
1778,S. Martinez,27.0,26914,san rafael,11/08/2026,SYS-ID-62350,#FF33F5
1572,Ana Perez ,55.0,39277,Gpe Cruz,11/08/2026,SYS-ID-38221,#33FFF0
CLI_1624,Juan Gomez,63.0,96170,Mendozza,2026-08-10,SYS-ID-84364,#33FF57
1741,Julieta Aparo,,12134,Maipú ,2026-08-10,SYS-ID-80697,#3357FF
1751,Julieta Aparo,58.0,13826,Gpe Cruz,2026-08-10,SYS-ID-54587,#F0FF33
1263,S. Martinez,69.0,9999999,S Rafael,2026/08/10,SYS-ID-94939,#57FF33
1611,Sofía Martínez,166.0,44236,Maypu,10-08-2026,SYS-ID-82063,#33FFF0
1298,Julieta A.,24.0,15155,godoy cruz,13/08/2026,SYS-ID-57052,#57FF33
1415,L. Garcia,34.0,28393,G. Cruz,13/08/26,SYS-ID-44741,#FF33F5
1151,Julieta A.,200.0,23925,Mendza,10/08/2026,SYS-ID-30926,#3357FF
1820,abril cioffi,52.0,37086,Maipu  ,13/08/2026,SYS-ID-26828,#33FF57
,Abril C.,,39687,Maipu  ,13/08/2026,SYS-ID-46434,#FF5733
1926,Luciano Y.,26.0,18381,S Rafael,10-08-2026,SYS-ID-16175,#3357FF
1551,Lucas Garcia,55.0,27846,Maipu  ,12/08/2026,SYS-ID-79514,#3357FF
1823,maria rodriguez,25.0,25931,Mendozza,2026-08-11,SYS-ID-72296,#FF33F5
,Rocío S.,57.0,27216,san rafael,12-08-2026,SYS-ID-13478,#3333FF
1711,Luciano Y.,60.0,21892,Maipu  ,,SYS-ID-76542,#33FFF0
1148,Maria Rodriguez,62.0,35690,Maipú,11/08/2026,SYS-ID-30379,#FF33F5
cli-1147,ana perez,75.0,17753,S Rafael,2026/08/10,SYS-ID-71348,#33FFF0
1752,Rocío Sgrignieri,-12.0,15567,S Rafael,2026/08/11,SYS-ID-76237,#3333FF
1971,Lucas Garcia,63.0,16903,Maipu  ,13/08/2026,SYS-ID-10074,#57FF33
1771,Sofía Martínez,49.0,38276,Maypu,10/08/2026,SYS-ID-48427,#FF33F5
1660,Sofia Martinez,44.0,33805,Godoy Cruz ,10-08-2026,SYS-ID-22676,#33FFF0
1349,Lucas Garcia,64.0,34659,Maypu,10/08/2026,SYS-ID-13278,#3357FF
1464,Facundo Cortiñas,38.0,26019,godoy cruz,11-08-2026,SYS-ID-38785,#3333FF
1326,Sofía Martínez,60.0,31673,Mendozza,2026-08-11,SYS-ID-37460,#33FF57
1187,Juan Gomez  ,62.0,,MENDOZA,2026/08/10,SYS-ID-86484,#FF5733
1124,Lucas Garcia ,27.0,9999999,Maipú ,2026-08-11,SYS-ID-41571,#3333FF
,Agustín López,63.0,34763,Godoy Cruz,10-08-2026,SYS-ID-28726,#33FF57
1609,Rocío S.,53.0,20973,San Rafael,2026-08-13,SYS-ID-56566,#3333FF
1144,Juan Gomez  ,61.0,36311,Godoy Cruz,2026/08/10,SYS-ID-25014,#3357FF
1478,Julieta Aparo,52.0,28951,maipu,2026.08.10,SYS-ID-74042,#FF5733
CLI_1198,Luciano Yllarreta,56.0,,mendoza,11/08/2026,SYS-ID-57447,#FF33F5
,abril cioffi,37.0,42372,san rafael,FALTA_REGISTRO,SYS-ID-93810,#3357FF
1280,abril cioffi,29.0,,godoy cruz,2026/08/11,SYS-ID-81426,#3333FF
1294,Facundo Cortiñas,49.0,23416,maipu,12-08-2026,SYS-ID-85674,#3357FF
1401,Juan Gomez  ,52.0,19701,mendoza,2026.08.10,SYS-ID-66985,#FF5733
1123,Agustin Lopez,67.0,26846,Mendza,2026-08-12,SYS-ID-64987,#FF5733
1184,Ana Perez ,51.0,17118,Maipu  ,11/08/2026,SYS-ID-25014,#3357FF
1203,Rocío Sgrignieri,59.0,34122,San Rafael ,13/08/26,SYS-ID-84364,#3333FF
1439,Sofia Martinez,48.0,40209,S. Rafael,2026-08-10,SYS-ID-71348,#F0FF33
1247,Rocío S.,42.0,18101,godoy cruz,11-08-2026,SYS-ID-74042,#F0FF33
1416,facundo cortinas,75.0,13792,Gpe Cruz,2026/08/10,SYS-ID-14207,#FF33F5
1808,Rocío Sgrignieri,62.0,37001,Maipú,13-08-2026,SYS-ID-76542,#FF5733
1797,abril cioffi,56.0,,godoy cruz,2026/08/11,SYS-ID-17331,#FF33F5
1960,julieta aparo,31.0,44180,Mendoza,13/08/26,SYS-ID-33416,#33FF57
1800,L. Garcia,24.0,23378,Mendoza,12/08/2026,SYS-ID-46048,#57FF33
1924,abril cioffi,30.0,14121,san rafael,10/08/2026,SYS-ID-11504,#3333FF
1130,Lucas Garcia,59.0,21571,Mendza,FALTA_REGISTRO,SYS-ID-86484,#3357FF
1638,Luciano Y.,55.0,35118,S. Rafael,2026-08-10,SYS-ID-54587,#FF5733
1403,Lucas Garcia,34.0,27237,mendoza,13/08/2026,SYS-ID-40512,#FF33F5
1937,Julieta Aparo,,43869,San Rafael,13/08/26,SYS-ID-46463,#33FFF0
1802,Sofia Martinez,24.0,23236,San Rafael ,12/08/2026,SYS-ID-76542,#57FF33
1736,luciano yllarreta,72.0,25333,Mendza,2026-08-11,SYS-ID-39871,#57FF33
1950,Juan Gomez  ,72.0,26606,G. Cruz,10-08-2026,SYS-ID-59615,#3333FF
1220,Rocío S.,22.0,9999999,San Rafael ,13/08/26,SYS-ID-88907,#F0FF33
1642,juan gomez,42.0,33130,Maipu  ,13/08/26,SYS-ID-64987,#FF33F5
1952,Rocio Sgrignieri,75.0,39178,san rafael,FALTA_REGISTRO,SYS-ID-95909,#FF5733
,Agustín López,,30600,San Rafael,2026/08/10,SYS-ID-80644,#FF5733
1888,Facundo C.,22.0,34472,S. Rafael,11/08/2026,SYS-ID-18326,#3357FF
1957,juan gomez,26.0,35469,Mendozza,2026/08/11,SYS-ID-97841,#FF33F5
1625,S. Martinez,48.0,24132,G. Cruz,10-08-2026,SYS-ID-15695,#F0FF33
,Facundo Cortiñas,23.0,22073,Godoy Cruz ,13/08/26,SYS-ID-24592,#3357FF
cli-1923,julieta aparo,72.0,27697,S. Rafael,10-08-2026,SYS-ID-38657,#FF33F5
1387,ana perez,75.0,,Maipú,2026-08-13,SYS-ID-31643,#FF33F5
1302,Lucas Garcia,30.0,29384,S. Rafael,10-08-2026,SYS-ID-65302,#57FF33
1510,Rocio Sgrignieri,37.0,33228,Mendoza,12/08/2026,SYS-ID-70589,#57FF33
1268,L. Garcia,50.0,,Mendoza,13/08/26,SYS-ID-99733,#57FF33
1853,Juan Gomez,20.0,31228,maipu,13/08/26,SYS-ID-74042,#F0FF33
1442,maria rodriguez,144.0,41672,San Rafael ,13/08/26,SYS-ID-80284,#F0FF33
1497,Maria Rodriguez,25.0,,G. Cruz,2026/08/10,SYS-ID-65333,#57FF33
1113,Agustín López,40.0,21679,san rafael,11-08-2026,SYS-ID-59615,#3357FF
1692,Luciano Y.,65.0,43897,S. Rafael,12-08-2026,SYS-ID-52487,#57FF33
1233,Agustin Lopez ,58.0,120800,godoy cruz,FALTA_REGISTRO,SYS-ID-10425,#FF33F5
1905,Lucas Garcia,71.0,12079,san rafael,FALTA_REGISTRO,SYS-ID-94259,#57FF33
cli-1608,Ana Perez ,37.0,33981,mendoza,2026-08-13,SYS-ID-36062,#FF5733
1672,Luciano Yllarreta,43.0,20666,maipu,FALTA_REGISTRO,SYS-ID-44671,#33FFF0
1374,Agustin Lopez,67.0,39800,Mendoza ,13/08/2026,SYS-ID-93748,#33FF57
1055,Agustin Lopez ,42.0,41014,S. Rafael,13/08/2026,SYS-ID-99593,#FF5733
cli-1878,Lucas Garcia,26.0,9999999,Maipú,FALTA_REGISTRO,SYS-ID-88504,#FF33F5
1234,Facundo Cortiñas,63.0,30241,mendoza,2026-08-11,SYS-ID-99733,#F0FF33
1817,julieta aparo,59.0,39789,san rafael,10/08/2026,SYS-ID-38785,#FF5733
1677,D. Garcia,49.0,No declara,Mendza,2026/08/10,SYS-ID-82357,#33FFF0
1318,Sofia Martinez,29.0,43102,Maipu  ,12-08-2026,SYS-ID-22676,#33FFF0
1649,ana perez,72.0,30811,Maypu,2026/08/11,SYS-ID-84341,#FF33F5
1411,Damián García,20.0,27182,Maipú ,10/08/2026,SYS-ID-38785,#FF33F5
1935,Maria Rodriguez,72.0,,godoy cruz,2026/08/10,SYS-ID-45382,#3333FF
1710,Facundo C.,18.0,16560,mendoza,2026-08-13,SYS-ID-44741,#3357FF
1359,Abril C.,42.0,28268,San Rafael ,12/08/2026,SYS-ID-37460,#3333FF
1259,Abril Cioffi,68.0,27685,Gpe Cruz,2026/08/11,SYS-ID-21915,#33FF57
1745,Sofia Martinez,20.0,25702,Mendoza,2026-08-13,SYS-ID-87236,#33FFF0
1628,luciano yllarreta,72.0,16561,Gpe Cruz,12-08-2026,SYS-ID-44671,#FF5733
,Ana Perez,49.0,23737,godoy cruz,12/08/2026,SYS-ID-22156,#33FFF0
1283,Julieta Aparo,189.0,,Maipu  ,2026-08-13,SYS-ID-21915,#FF5733
1377,ana perez,55.0,,mendoza,10-08-2026,SYS-ID-56566,#33FFF0
1385,Facundo Cortiñas,41.0,No declara,S Rafael,13-08-2026,SYS-ID-42325,#F0FF33
1225,facundo cortinas,31.0,31092,mendoza,13/08/2026,SYS-ID-80697,#3333FF
1995,Lucas Garcia,-3.0,41662,Gpe Cruz,11-08-2026,SYS-ID-30032,#3333FF
1848,L. Garcia,145.0,26741,Mendoza,13/08/26,SYS-ID-93320,#33FF57
1473,Rocio Sgrignieri,-7.0,20544,Mendza,11/08/2026,SYS-ID-28131,#57FF33
1348,ana perez,38.0,,Maipú,2026/08/11,SYS-ID-31174,#F0FF33
cli-1506,Rocío S.,44.0,25700,Maipú ,,SYS-ID-25014,#33FF57
1640,Rocío Sgrignieri,59.0,17566,mendoza,10-08-2026,SYS-ID-31417,#3357FF
1006,Lucas Garcia,30.0,21186,Godoy Cruz ,13-08-2026,SYS-ID-47930,#33FF57
1798,juan gomez,18.0,24592,mendoza,10-08-2026,SYS-ID-59009,#3357FF
1968,S. Martinez,44.0,35085,godoy cruz,FALTA_REGISTRO,SYS-ID-15695,#F0FF33
1942,Maria Rodriguez,45.0,37502,Mendoza,11/08/2026,SYS-ID-88907,#3357FF
1620,Agustin Lopez,140.0,19321,mendoza,FALTA_REGISTRO,SYS-ID-38746,#57FF33
1891,Ana Perez,62.0,115120,Gpe Cruz,2026/08/10,SYS-ID-57052,#3333FF
1836,Abril Cioffi,-14.0,24331,Mendoza ,2026.08.10,SYS-ID-19358,#57FF33
1646,abril cioffi,37.0,32535,San Rafael,11-08-2026,SYS-ID-75612,#3333FF
cli-1882,Juan Gomez  ,30.0,39938,Mendoza,2026/08/10,SYS-ID-14165,#57FF33
CLI_1557,Agustín López,29.0,19106,Mendza,13/08/2026,SYS-ID-91070,#33FF57
2000,facundo cortinas,68.0,30901,Mendoza ,13/08/26,SYS-ID-88504,#3357FF
CLI_1578,Rocío Sgrignieri,55.0,39463,San Rafael,12/08/2026,SYS-ID-35203,#33FF57
1796,María Rodríguez,29.0,14257,maipu,10/08/2026,SYS-ID-23947,#33FF57
1086,D. Garcia,57.0,16142,Maypu,2026-08-12,SYS-ID-76540,#57FF33
1243,Julieta A.,23.0,19693,san rafael,12-08-2026,SYS-ID-50306,#57FF33
1699,Julieta A.,45.0,,S. Rafael,13/08/26,SYS-ID-59735,#3333FF
1910,Luciano Yllarreta,68.0,43354,mendoza,13/08/2026,SYS-ID-20322,#33FFF0
1160,Ana Perez,,42840,S. Rafael,10-08-2026,SYS-ID-70142,#3357FF
CLI_1525,abril cioffi,63.0,42837,san rafael,2026.08.10,SYS-ID-10425,#33FFF0
1036,Sofia Martinez,,38497,Mendozza,2026.08.10,SYS-ID-75612,#FF5733
1541,Ana Perez ,58.0,17117,Maypu,2026-08-12,SYS-ID-69470,#FF5733
1171,Sofia Martinez,40.0,29921,S. Rafael,2026-08-13,SYS-ID-18675,#F0FF33
1655,Rocío S.,34.0,15665,Gpe Cruz,10-08-2026,SYS-ID-89840,#57FF33
,Luciano Yllarreta,73.0,31013,Mendozza,13-08-2026,SYS-ID-13478,#33FF57
1893,Juan Gomez,68.0,28962,S. Rafael,2026-08-12,SYS-ID-50306,#33FFF0
1883,abril cioffi,32.0,39923,Gpe Cruz,,SYS-ID-94259,#FF5733
1984,María Rodríguez,24.0,26338,Godoy Cruz,13-08-2026,SYS-ID-44522,#FF33F5
1734,Rocío Sgrignieri,66.0,19541,San Rafael ,,SYS-ID-86622,#57FF33
1096,Facundo Cortiñas,49.0,41069,mendoza,12/08/2026,SYS-ID-30730,#3357FF
cli-1564,Agustín López,,27629,Gpe Cruz,2026-08-12,SYS-ID-21915,#3333FF
1241,Damian Garcia,67.0,44460,maipu,10-08-2026,SYS-ID-46434,#F0FF33
1743,Julieta A.,42.0,35459,godoy cruz,2026-08-10,SYS-ID-30926,#3333FF
1575,Damian Garcia,47.0,25638,San Rafael ,,SYS-ID-87236,#3357FF
1691,Rocio Sgrignieri,24.0,13174,Mendoza,2026-08-10,SYS-ID-55082,#3333FF
cli-1461,Agustin Lopez ,30.0,90750,Maipu  ,2026-08-11,SYS-ID-42953,#57FF33
1554,L. Garcia,25.0,,Maipú ,2026-08-11,SYS-ID-87236,#3357FF
,Rocío Sgrignieri,,No declara,Mendoza ,13/08/2026,SYS-ID-38657,#F0FF33
1914,Sofía Martínez,25.0,,Godoy Cruz,2026.08.10,SYS-ID-37460,#3333FF
,Damián García,52.0,13123,Maipú,13/08/2026,SYS-ID-44671,#33FF57
1393,ana perez,42.0,26607,Maipú,12-08-2026,SYS-ID-28131,#3333FF
1795,Lucas Garcia,25.0,37614,Mendozza,,SYS-ID-82063,#FF5733
